GeneName	AccNum	Chrom	mRNALength	ORFLength	fpUTR_length	tpUTR_length	sumIntronLengths
Hdgfl1	NM_008232	chr13	1994	852	77	1065	0
Chad	NM_007689	chr11	1653	1077	24	552	2401
Hdgfl2	NM_001304784	chr17	2312	2037	124	151	18662
4930519G04Rik	NM_026263	chr5	2041	618	409	1014	28125
Pin1rt1	NM_001033768	chr2	1083	480	223	380	1282
Pou5f1	NM_013633	chr17	1353	1059	68	226	3393
Cyp3a41b	NM_001105159	chr5	2064	1515	91	458	24003
Chat	NM_009891	chr14	2810	1938	330	542	54897
Toporsos	NM_001349093	chr4	332	150	96	86	318
D17H6S56E-5	NM_033075	chr17	3326	1791	573	962	697
Aoah	NM_012054	chr13	2923	1725	281	917	227219
Htr1b	NM_010482	chr9	1161	1161	0	0	0
Rnf138rt1	NM_028842	chrX	1194	747	349	98	0
BC026585	NM_001033284	chr1	1289	1053	14	222	28863
Wfikkn1	NM_001100454	chr17	2536	1659	815	62	695
Edar	NM_010100	chr10	3680	1347	259	2074	71229
Raly	NM_023130	chr2	1794	891	531	372	74358
Vmn2r96	NM_001104547	chr17	2343	1995	348	0	14088
Tmtc4	NM_028651	chr14	3390	2226	144	1020	60897
1700013D24Rik	NM_001177502	chr6	534	363	67	104	8959
Rab27b	NM_001302798	chr18	7367	657	653	6057	67091
Siglecf	NM_145581	chr7	2510	1710	104	696	5620
Ptprz1	NM_001081306	chr6	8068	6939	325	804	169347
Dux	NM_001081954	chr10	2025	2025	0	0	0
Pold1	NM_011131	chr7	3424	3318	61	45	12648
Pold2	NM_008894	chr11	1610	1410	122	78	4467
Zfp711	NM_177747	chrX	4330	2418	406	1506	30207
Pold4	NM_027196	chr19	919	324	199	396	823
Pcdha10	NM_009961	chr18	5242	2841	0	2401	177096
Pcdha11	NM_009960	chr18	5254	2853	0	2401	171546
Pcdha12	NM_138663	chr18	5254	2853	0	2401	162174
Dut	NM_023595	chr2	2358	489	233	1636	9177
Ralb	NM_022327	chr1	2277	621	255	1401	32201
Apol9a	NM_173786	chr15	1527	933	150	444	5719
Krtap20-2	NM_001163615	chr16	534	183	53	298	0
Sh3yl1	NM_013709	chr12	1747	1023	558	166	46745
Serpinb9b	NM_011452	chr13	1929	1134	197	598	11216
Hdac5	NM_001284248	chr11	4314	3366	826	122	30112
Hdac4	NM_207225	chr1	8100	3231	301	4568	243463
Serpinb9g	NM_011455	chr13	1923	1134	71	718	9288
Hdac6	NM_010413	chrX	4142	3450	345	347	13626
Hdac9	NM_001271386	chr12	8195	3267	209	4719	861126
Tshb	NM_009432	chr3	645	417	156	72	4672
Foxr2	NM_001034894	chrX	3208	909	481	1818	10866
Cel	NM_009885	chr2	2079	1800	41	238	5505
Siglecg	NM_172900	chr7	2484	2067	145	272	7586
Cyp2d40	NM_023623	chr15	1102	1017	12	73	3188
Atp13a3	NM_001128096	chr16	7309	3750	279	3280	68798
Gzf1	NM_028986	chr2	4135	2121	113	1901	7695
Edrf1	NM_178115	chr7	5338	3723	138	1477	30005
Tshr	NM_011648	chr12	4312	2295	92	1925	135205
Clgn	NM_009904	chr8	4050	1836	268	1946	34661
Gmpr	NM_025508	chr13	1584	1038	213	333	37359
Dcp1b	NM_001033379	chr6	3311	1737	40	1534	43051
1110032F04Rik	NM_001167996	chr3	2578	744	122	1712	0
Wnt3a	NM_009522	chr11	2751	1059	104	1588	39959
Dcp1a	NM_133761	chr14	5616	1809	57	3750	41876
Kars	NM_001286384	chr8	2281	1875	237	169	15635
2310007B03Rik	NM_001159940	chr1	2302	1359	290	653	7214
Cog7	NM_001033318	chr7	2884	2313	108	463	55971
3830417A13Rik	NM_027512	chrX	1649	912	311	426	3582
1700093K21Rik	NM_001110133	chr11	1320	591	492	237	2420
Cyp26b1	NM_175475	chr6	4751	1539	359	2853	17646
Upf3b	NM_026573	chrX	2344	1419	91	834	16301
Upf3a	NM_025924	chr8	1401	1269	69	63	11522
Dpy19l3	NM_178704	chr7	7671	2151	239	5281	61284
Klk1b5	NM_008456	chr7	862	786	27	49	3368
Strn	NM_011500	chr17	3942	2343	73	1526	78655
Agmat	NM_001081408	chr4	1404	1077	135	192	11185
P2ry2	NM_008773	chr7	3011	1122	482	1407	12420
Dpy19l4	NM_001081201	chr4	2984	2169	116	699	54069
Cyp4a31	NM_201640	chr4	2509	1530	68	911	12858
P2ry1	NM_008772	chr3	3899	1122	657	2120	2299
P2ry6	NM_183168	chr7	1917	987	400	530	24816
P2ry4	NM_020621	chrX	4434	1086	297	3051	282
Tmtc1	NM_198967	chr6	8346	2829	153	5364	203577
Pvr	NM_027514	chr7	2888	1227	112	1549	14678
Clcn3	NM_173874	chr8	5781	2601	552	2628	67142
Ropn1	NM_030744	chr16	844	639	77	128	26556
Clcn1	NM_013491	chr6	3545	2985	82	478	24427
Clcn7	NM_011930	chr17	4070	2412	86	1572	24643
Zfp524	NM_025324	chr7	1105	966	91	48	1876
Clcn5	NM_001243762	chrX	4170	2451	402	1317	156777
Clcn4	NM_011334	chr7	4631	2244	512	1875	12618
Hfm1	NM_177873	chr5	5018	4305	251	462	80676
Dmrta2	NM_172296	chr4	2947	1596	320	1031	2713
Gm15085	NM_001122734	chrX	2029	1350	76	603	38153
Spam1	NM_001079875	chr6	2113	1539	328	246	7748
Ikzf5	NM_175115	chr7	4390	1260	142	2988	17440
Ikzf4	NM_011772	chr10	3580	1761	186	1633	9999
Ufsp2	NM_138668	chr8	1638	1386	84	168	19791
Ikzf1	NM_001025597	chr11	5451	1548	558	3345	81551
Prss58	NM_175020	chr6	987	726	161	100	4139
Adm2	NM_182928	chr15	1297	453	425	419	714
Ikzf2	NM_011770	chr1	9421	1581	282	7558	145330
H2afv	NM_029938	chr11	1636	387	104	1145	15582
Dmrta1	NM_175647	chr4	4073	1473	111	2489	2496
Magee1	NM_053201	chrX	3584	2757	233	594	0
Ciart	NM_001033302	chr3	1395	1128	138	129	2329
Gm11127	NM_001199967	chr17	1344	1125	10	209	1212
Mbtd1	NM_001346525	chr11	5459	1869	292	3298	55320
H2afx	NM_010436	chr9	1359	432	47	880	0
H2afy	NM_012015	chr13	1962	1119	238	605	59967
H2afz	NM_016750	chr3	1069	387	207	475	1367
Krtap6-2	NM_010673	chr16	789	468	34	287	0
Scn1b	NM_011322	chr7	1593	657	318	618	8907
Nrarp	NM_025980	chr2	2575	345	353	1877	0
Scn1a	NM_001313997	chr2	8320	6030	187	2103	161736
Micalcl	NM_027587	chr7	2397	2043	237	117	42400
Son	NM_178880	chr16	8451	7335	84	1032	22918
Kcnd3	NM_001039347	chr3	7169	1911	465	4793	214504
H2afj	NM_177688	chr6	1827	390	92	1345	0
Dclk2	NM_001195498	chr3	4108	2148	714	1246	130627
Ccdc148	NM_001001178	chr2	3920	1584	480	1856	320656
4930415L06Rik	NM_001033880	chrX	2618	2442	125	51	138
Cnn1	NM_009922	chr9	1987	894	103	990	7982
Retsat	NM_026159	chr6	1937	1830	0	107	6924
Cnn3	NM_028044	chr3	2003	993	231	779	29662
Cnn2	NM_007725	chr10	1782	918	78	786	5019
Hadhb	NM_001289798	chr5	2075	1428	142	505	27266
Hadha	NM_178878	chr5	3835	2292	32	1511	32842
Zc3h12b	NM_001034907	chrX	3365	2508	857	0	212928
Sept10	NM_001024911	chr10	2540	1284	439	817	55196
Fgf18	NM_008005	chr11	1538	624	127	787	28885
Mgmt	NM_008598	chr7	819	636	89	94	232759
Coro1a	NM_001301374	chr7	1746	1386	253	107	2701
Fgf12	NM_183064	chr16	6250	732	884	4634	282043
Fgf11	NM_010198	chr11	2618	678	91	1849	3031
Ciz1	NM_001252534	chr2	3010	2403	464	143	12106
Fgf17	NM_008004	chr14	1687	651	511	525	4377
Fgf16	NM_030614	chrX	3040	624	64	2352	9016
Fgf15	NM_008003	chr7	1807	657	147	1003	2613
Fgf14	NM_207667	chr14	3224	759	410	2055	695613
Slc12a2	NM_009194	chr18	6520	3621	129	2770	61624
Ikbip	NM_026166	chr10	3251	1122	88	2041	12369
Skp1a	NM_011543	chr11	1454	492	124	838	13410
Gm14296	NM_001305133	chr2	3931	309	372	3250	9835
Lmcd1	NM_144799	chr6	1728	1098	173	457	54938
Dpcr1	NM_001033366	chr17	2608	1503	27	1078	5333
Zic3	NM_009575	chrX	4035	1401	553	2081	1968
Arsj	NM_173451	chr3	3690	1797	922	971	72833
Muc19	NM_207243	chr15	9103	8883	43	177	87127
Snrpd3	NM_026095	chr10	604	381	105	118	16795
Muc15	NM_172979	chr2	3277	996	251	2030	14767
Muc13	NM_010739	chr16	2969	1722	194	1053	22922
Angel2	NM_021421	chr1	3230	1635	195	1400	14757
Angel1	NM_144524	chr12	3850	2004	67	1779	22109
Snrpd2	NM_026943	chr7	488	357	55	76	2401
Prss46	NM_183103	chr9	1257	945	44	268	10760
Olfr311	NM_146537	chr11	927	927	0	0	0
Prss44	NM_148940	chr9	1838	1119	45	674	2168
Olfr313	NM_146536	chr11	1074	927	82	65	0
Olfr314	NM_001011760	chr11	1131	993	97	41	0
Prss43	NM_199471	chr9	1992	1149	357	486	2823
Olfr316	NM_001011818	chr11	921	921	0	0	0
Olfr317	NM_001011769	chr11	1128	984	60	84	0
Olfr318	NM_146501	chr11	1026	921	48	57	0
Olfr319	NM_146500	chr11	921	921	0	0	0
Rftn1	NM_181397	chr17	2802	1665	289	848	194389
Eda2r	NM_001161432	chrX	4789	894	262	3633	38580
Phc1	NM_007905	chr6	3899	3033	104	762	18028
Spcs1	NM_026911	chr14	1006	486	249	271	835
Phc3	NM_153421	chr3	11066	2946	79	8041	59055
Babam2	NM_181279	chr5	1410	1263	52	95	385280
Npy1r	NM_010934	chr8	3007	1149	248	1610	6370
Sec16a	NM_153125	chr2	8739	7074	211	1454	27047
Sec16b	NM_033354	chr1	4595	3156	362	1077	57034
Vps37c	NM_181403	chr19	2415	1059	171	1185	23190
Wdr83os	NM_001001493	chr8	699	321	51	327	678
Smok3b	NM_001039889	chr5	2331	1515	459	357	11079
Slc1a7	NM_146255	chr4	3005	1710	212	1083	42194
Zwint	NM_025635	chr10	2728	759	73	1896	12219
Cox19	NM_197980	chr5	761	279	13	469	6584
Fam26e	NM_178908	chr10	1786	930	82	774	3382
Igsf9	NM_033608	chr1	4201	3540	322	339	12360
Golt1b	NM_025872	chr6	2796	417	102	2277	13820
Golt1a	NM_026680	chr1	1842	402	64	1376	11362
Bivm	NM_144558	chr1	3571	1509	433	1629	21233
Crbn	NM_175357	chr6	4053	1338	30	2685	17790
Chil4	NM_145126	chr3	1510	1209	15	286	16479
Cystm1	NM_001081365	chr18	595	321	212	62	44152
Med25	NM_001331207	chr7	3726	2406	60	1260	11934
Csnk2a2	NM_009974	chr8	3766	1053	373	2340	38959
Csnk2a1	NM_007788	chr2	4204	1176	261	2767	50808
A630023A22Rik	NM_001251843	chr14	1334	600	317	417	50291
Grin1os	NM_001242940	chr2	2894	462	516	1916	4815
Dkk4	NM_145592	chr8	1314	666	140	508	2190
Nmral1	NM_001290762	chr16	1505	876	422	207	6534
Dkk2	NM_020265	chr3	3705	780	741	2184	91308
Gm17455	NM_001164374	chr10	857	387	256	214	2976
Ier3ip1	NM_025409	chr18	1394	249	99	1046	10194
Tsn	NM_011650	chr1	3039	687	66	2286	9576
Zswim7	NM_027198	chr11	752	459	63	230	13420
Terf2ip	NM_020584	chr8	3599	1182	123	2294	5571
Rnf8	NM_021419	chr17	2078	1467	179	432	24798
Rnf6	NM_028774	chr5	3352	2004	339	1009	8912
Rnf7	NM_011279	chr9	1232	342	93	797	6507
Rnf4	NM_011278	chr5	3091	585	441	2065	14105
Rnf5	NM_019403	chr17	1101	543	88	470	1362
Chmp7	NM_134078	chr14	2706	1356	81	1269	12886
Gje1	NM_029722	chr10	1477	618	66	793	1112
Net1	NM_019671	chr13	3995	1788	155	2052	32208
Sfr1	NM_026377	chr19	1583	960	53	570	2250
Recql5	NM_130454	chr11	3986	2949	574	463	36912
Il13ra2	NM_008356	chrX	2279	1152	984	143	43436
Il13ra1	NM_133990	chrX	3716	1275	86	2355	55438
H2-D1	NM_010380	chr17	1736	1089	20	627	2668
Gcnt1	NM_173442	chr19	4606	1287	387	2932	25921
Fam170b	NM_001164485	chr14	1693	1137	114	442	1134
Fam170a	NM_001004061	chr18	1342	1002	255	85	3309
Paqr8	NM_028829	chr1	4420	1065	287	3068	43715
Ggt1	NM_008116	chr10	2129	1707	258	164	10568
Maats1	NM_001081025	chr16	2765	2352	83	330	41342
Krtap4-16	NM_001013823	chr11	951	609	33	309	0
Ubac1	NM_133835	chr2	3450	1230	226	1994	21353
Naif1	NM_194335	chr2	3173	984	1982	207	1847
Mark4	NM_172279	chr7	2259	2259	0	0	30161
Als2cr11	NM_175200	chr1	2131	1674	40	417	42264
Als2cr12	NM_175370	chr1	1575	1152	120	303	36294
Scgb2b18	NM_001310621	chr7	520	339	19	162	1450
Mark2	NM_007928	chr19	4664	2331	639	1694	61801
Mark3	NM_021516	chr12	3388	2235	541	612	78330
Cep85l	NM_001204983	chr10	2691	2421	270	0	99080
Strip1	NM_153563	chr3	3231	2514	30	687	15948
Strip2	NM_177204	chr6	5369	2535	62	2772	37299
Ndrg3	NM_180956	chr2	2683	1167	158	1358	62087
Nmd3	NM_133787	chr3	1738	1512	82	144	25254
Extl1	NM_019578	chr4	4114	2010	829	1275	12061
Extl2	NM_021388	chr3	3012	993	501	1518	18556
Extl3	NM_018788	chr14	5978	2760	664	2554	40070
Gm7609	NM_001081746	chr1	1611	891	498	222	12541
Serf2	NM_001290837	chr2	3076	402	237	2437	1147
Npat	NM_001081152	chr9	7347	4263	105	2979	31234
Tmem160	NM_026938	chr7	815	567	184	64	1897
Tmem163	NM_028135	chr1	2517	867	392	1258	185163
9330182O14Rik	NM_001256056	chr15	2053	423	309	1321	13593
Tmem165	NM_011626	chr5	1896	972	266	658	23469
Tmem164	NM_001199360	chrX	5357	891	486	3980	151289
Tmem167	NM_025335	chr13	10809	219	114	10476	14446
Tmem169	NM_175564	chr1	2815	894	232	1689	15808
Tmem168	NM_028990	chr6	4583	2094	391	2098	22827
Mrps35	NM_145573	chr6	1067	963	25	79	27066
Tbc1d8	NM_018775	chr1	4438	3405	181	852	102813
Tbc1d9	NM_001111304	chr8	5848	3795	723	1330	101741
Myg1	NM_021713	chr15	1479	1143	32	304	4951
Ubap2	NM_026872	chr4	4369	3399	134	836	76452
Tbc1d1	NM_001310611	chr5	5662	3768	338	1556	185565
Tbc1d2	NM_198664	chr4	4305	2769	165	1371	41505
Ifna15	NM_206870	chr4	573	573	0	0	0
Deaf1	NM_001282072	chr7	2362	936	1090	336	28188
Tbc1d5	NM_001285991	chr17	5682	2514	350	2818	440544
Olfr470	NM_146425	chr7	945	945	0	0	0
Tbc1d7	NM_001252639	chr13	1263	882	227	154	18499
Olfr6	NM_206897	chr7	951	951	0	0	0
Igfbpl1	NM_018741	chr4	2729	813	34	1882	14592
Myo5b	NM_201600	chr18	6647	5457	162	1028	322212
Spata45	NM_029336	chr1	428	294	91	43	5692
Spata46	NM_001039593	chr1	713	615	21	77	2552
Ptgis	NM_008968	chr2	1751	1506	117	128	35591
Itgax	NM_021334	chr7	4025	3510	52	463	17065
Hnrnpdl	NM_016690	chr5	2750	1263	60	1427	2894
Sdccag8	NM_029756	chr1	2771	2154	329	288	203002
Slc4a4	NM_018760	chr5	7492	3240	66	4186	344905
Ryr1	NM_009109	chr7	15362	15108	136	118	106450
Ryr3	NM_001319156	chr2	15441	14607	93	741	570261
0610009B22Rik	NM_025319	chr11	795	423	110	262	2455
Sdccag3	NM_026563	chr2	2195	1299	98	798	4322
Adig	NM_145635	chr2	632	243	131	258	4955
Xpnpep1	NM_133216	chr19	2521	2001	109	411	44954
BC031181	NM_001001181	chr18	1047	219	238	590	2987
Sae1	NM_019748	chr7	1985	1053	146	786	58861
Tnfsf8	NM_009403	chr4	2228	720	225	1283	26233
Itgal	NM_001253872	chr7	5225	3489	209	1527	33653
Itgam	NM_001082960	chr7	4682	3465	103	1114	51170
Psme2b	NM_001281472	chr11	1062	720	292	50	0
Itgad	NM_001029872	chr7	3964	3609	27	328	27594
Itgae	NM_008399	chr11	3836	3504	23	309	53019
LOC100861615	NM_001270812	chr14	1989	453	218	1318	25729
Cul9	NM_001081335	chr17	7844	7593	152	99	37936
Gtf2e1	NM_028812	chr16	3058	1323	142	1593	26916
Gtf2e2	NM_001167922	chr8	1664	879	181	604	43171
Eif4e2	NM_001347083	chr1	3476	711	89	2676	23102
Faxc	NM_175234	chr4	9342	1230	238	7874	60794
Akirin2	NM_001007589	chr4	1719	606	430	683	14575
Akirin1	NM_023423	chr4	2370	576	135	1659	12735
Rab3il1	NM_001347429	chr19	3027	945	1034	1048	30892
Rgs14	NM_016758	chr13	2356	1644	160	552	12600
Dennd4c	NM_184088	chr4	7792	5721	375	1696	94256
Icos	NM_017480	chr1	3254	603	45	2606	19153
Ap3m2	NM_001122820	chr8	3467	1257	211	1999	14834
Limd2	NM_172397	chr11	2950	387	145	2418	937
Limd1	NM_013860	chr9	4853	2007	537	2309	37999
Orm1	NM_008768	chr4	779	624	42	113	2829
Itga8	NM_001001309	chr2	5832	3189	162	2481	189479
8030423J24Rik	NM_029873	chr13	869	429	176	264	687
Olfr1329	NM_001011870	chr4	942	942	0	0	0
Olfr1328	NM_146399	chr4	942	942	0	0	0
Prl8a9	NM_023332	chr13	940	726	60	154	5670
Fancd2os	NM_027633	chr6	1358	537	196	625	2596
Ubl4b	NM_026261	chr3	1376	567	131	678	0
Oas1e	NM_145210	chr5	1715	1071	32	612	7504
Acsf2	NM_153807	chr11	3069	1848	16	1205	41616
Ubl4a	NM_145405	chrX	2317	474	85	1758	514
Itga4	NM_010576	chr2	9832	3099	234	6499	67857
Itga5	NM_001314041	chr15	4457	2178	1297	982	18048
Nop53	NM_133831	chr7	1557	1455	55	47	6716
Oas1d	NM_133893	chr5	1734	1086	66	582	5096
Nsg1	NM_010942	chr5	2140	558	103	1479	20135
Nsg2	NM_008741	chr11	2292	516	199	1577	56501
Zfp867	NM_178417	chr11	3412	1422	107	1883	7866
Sarnp	NM_025364	chr10	1062	633	165	264	54806
Unc119	NM_001313985	chr11	1382	789	72	521	4288
Pole3	NM_021498	chr4	599	438	18	143	615
Noxred1	NM_027744	chr12	1412	1101	179	132	16067
Kcnip4	NM_001199244	chr5	2403	678	319	1406	893754
Kcnip3	NM_001111331	chr2	2928	693	392	1843	23074
Kcnip2	NM_145703	chr19	2397	813	260	1324	21321
Kcnip1	NM_001190885	chr11	2289	684	395	1210	211956
Igsf1	NM_177591	chrX	4416	3954	182	280	10793
Zc3hc1	NM_172735	chr6	1847	1446	8	393	22776
N4bp3	NM_145974	chr11	2572	1614	426	532	5413
Mapkapk3	NM_178907	chr9	2816	1155	405	1256	32135
4930447A16Rik	NM_029113	chr15	587	399	64	124	14504
Tpcn1	NM_145853	chr5	4648	2454	243	1951	49809
Tpcn2	NM_146206	chr7	2993	2196	100	697	27096
Taar4	NM_001008499	chr10	1044	1044	0	0	0
Zfp735	NM_001126489	chr11	3756	2205	179	1372	21275
Pabpc1	NM_008774	chr15	2820	1911	467	442	10496
Cela2a	NM_007919	chr4	923	816	23	84	10129
Cdk17	NM_146239	chr10	3643	1572	354	1717	76824
Stk19	NM_019442	chr17	1078	765	27	286	11833
Schip1	NM_001113421	chr3	2219	1455	140	624	559462
Olfr248	NM_146714	chr1	1010	930	25	55	0
Sap18b	NM_001142441	chr14	779	519	8	252	3334
Pnck	NM_001199351	chrX	1624	1032	190	402	2239
A430057M04Rik	NM_176925	chr14	4699	477	1293	2929	4650
Sorbs3	NM_001271407	chr14	3061	2043	316	702	22494
Olfr888	NM_146424	chr9	945	945	0	0	0
Olfr889	NM_146482	chr9	930	930	0	0	0
Mup4	NM_008648	chr4	875	537	66	272	2985
Ltbp4	NM_175641	chr7	5301	5001	45	255	27171
Fam208a	NM_028945	chr14	7576	4497	222	2857	47132
Ltbp2	NM_013589	chr12	6603	5361	204	1038	86681
Ltbp1	NM_019919	chr17	7455	5139	357	1959	379529
Mup1	NM_001163011	chr4	967	708	111	148	2981
Svs6	NM_013679	chr2	532	300	17	215	1168
Ptger3	NM_011196	chr3	2018	1089	126	803	75849
Svs4	NM_009300	chr2	575	342	22	211	1777
Svs5	NM_009301	chr2	601	369	21	211	1029
Svs2	NM_017390	chr2	1570	1128	98	344	843
Gltp	NM_019821	chr5	1609	630	74	905	19825
Mup8	NM_001134676	chr4	986	708	130	148	2993
Svs1	NM_172888	chr6	2777	2463	199	115	2087
Hbegf	NM_010415	chr18	2375	627	292	1456	8504
Taf4b	NM_001100449	chr18	5149	2568	350	2231	111966
Itprip	NM_001001738	chr19	3766	1668	187	1911	20938
Stk10	NM_009288	chr11	5073	2901	138	2034	86257
Gdpd3	NM_024228	chr7	1068	993	57	18	8164
Hgsnat	NM_029884	chr8	2679	1971	33	675	29607
Neurod2	NM_010895	chr11	3137	1152	217	1768	1092
Nupl1	NM_170591	chr14	2394	1764	109	521	29517
Rbpjl	NM_009036	chr2	2456	1548	103	805	9799
Neurod6	NM_009717	chr6	2153	1014	321	818	1292
Neurod4	NM_001329489	chr10	3518	993	266	2259	8469
Aspdh	NM_026690	chr7	966	864	37	65	1351
Stk16	NM_011494	chr1	2885	918	313	1654	1893
Zfp14	NM_011748	chr7	3491	1506	291	1694	11547
Zfp12	NM_001289590	chr5	5346	1809	587	2950	8326
Scrg1	NM_009136	chr8	700	297	216	187	20963
Sulf1	NM_001198565	chr1	4625	2613	482	1530	163318
Zfp11	NM_172462	chr5	3916	1944	115	1857	11578
Lama3	NM_010680	chr18	10342	9993	0	349	238647
Ebf3	NM_001113415	chr7	5023	1791	532	2700	115752
Ebf2	NM_001276387	chr14	5532	1728	974	2830	192129
Ebf1	NM_001290711	chr11	5322	1377	597	3348	384675
Klrc2	NM_010653	chr6	717	717	0	0	3469
Tm4sf20	NM_025453	chr1	1503	681	39	783	10305
Ndufs2	NM_153064	chr1	1623	1392	34	197	10647
Wbp2nl	NM_029066	chr15	1318	1080	23	215	14257
Dgat2l6	NM_001114084	chrX	1607	1014	85	508	19664
Mbp	NM_001025245	chr18	4820	588	297	3935	78761
Bbox1	NM_130452	chr2	1628	1164	93	371	39015
Eps8l2	NM_133191	chr7	3065	2190	95	780	20950
Cxx1a	NM_024170	chrX	1275	342	142	791	0
Gon4l	NM_001242372	chr3	7584	6780	92	712	67285
Cxx1c	NM_028375	chrX	952	339	124	489	261
Cxx1b	NM_001018063	chrX	1232	342	110	780	0
Insl5	NM_011831	chr4	685	408	36	241	8171
Cacna1h	NM_021415	chr17	8228	7080	332	816	51269
Cacna1i	NM_001044308	chr15	9794	6600	561	2633	101261
Vps53	NM_026664	chr11	2816	2499	131	186	130589
Calhm1	NM_001081271	chr19	1047	1047	0	0	2093
Ten1	NM_027107	chr11	902	486	175	241	15562
Klhdc9	NM_001033039	chr1	1555	1053	137	365	795
Calhm2	NM_133746	chr19	2049	972	552	525	4014
Mkln1	NM_013791	chr6	3968	2208	29	1731	106682
Cacna1a	NM_007578	chr8	7929	7107	281	541	216957
Cacna1b	NM_001042528	chr2	9770	6984	105	2681	149494
Cacna1c	NM_001256002	chr6	13841	6669	520	6652	507415
Cacna1d	NM_001302637	chr14	9164	6540	495	2129	304379
Cacna1e	NM_009782	chr1	12697	6822	1	5874	320705
Cacna1f	NM_019582	chrX	6075	5955	43	77	22019
Cacna1g	NM_009783	chr11	8223	6888	581	754	57585
Ms4a4b	NM_021718	chr19	1258	681	128	449	18733
Fam46c	NM_001142952	chr3	2029	1176	126	727	15628
Pltp	NM_011125	chr2	1806	1482	136	188	16385
Foxs1	NM_010226	chr2	1311	990	77	244	0
Cmc1	NM_026442	chr9	1183	321	161	701	84487
Cacna1s	NM_001081023	chr1	6251	5559	0	692	60671
Cmc4	NM_010839	chrX	1010	207	580	223	10728
Gcsh	NM_026572	chr8	1337	513	23	801	10285
Kcne2	NM_134110	chr16	1694	372	147	1175	4051
Kcne3	NM_001190870	chr7	1333	312	641	380	4854
Kcne1	NM_008424	chr16	3155	390	201	2564	10313
Abi1	NM_001077190	chr2	3420	1446	176	1798	96748
Kcne4	NM_021342	chr1	2463	513	74	1876	614
Cplx3	NM_146223	chr9	2859	477	137	2245	3431
Adh6a	NM_026945	chr3	1341	1128	59	154	16508
Dopey2	NM_027293	chr16	7316	6888	187	241	91366
Dopey1	NM_177208	chr9	9124	7389	250	1485	79529
Shroom3	NM_015756	chr5	7210	5943	232	1035	275115
Shroom2	NM_172441	chrX	7519	4464	36	3019	152459
Shroom1	NM_027917	chr11	3312	2472	169	671	7250
Arhgap8	NM_001205334	chr15	1547	1278	139	130	50609
Arhgap9	NM_001285785	chr10	2372	1947	152	273	5608
Xrn2	NM_011917	chr2	3367	2856	62	449	61571
Shroom4	NM_001040459	chrX	8278	4428	113	3737	229145
Arhgap4	NM_138630	chrX	3321	2868	69	384	13626
Arhgap5	NM_009706	chr12	5196	4512	171	513	46579
Arhgap6	NM_009707	chrX	5515	2964	1122	1429	503827
Neu1	NM_010893	chr17	3850	1230	154	2466	2195
Arhgap1	NM_146124	chr2	3086	1320	346	1420	16027
Nlrc5	NM_001033207	chr8	6945	5748	0	1197	47565
Eefsec	NM_023060	chr6	2679	1752	60	867	186527
1700025G04Rik	NM_197990	chr1	9754	366	518	8870	196043
Epb41l5	NM_145506	chr1	6510	2196	218	4096	97458
Mepe	NM_053172	chr5	1682	1326	66	290	11601
Ehd4	NM_133838	chr2	3387	1626	100	1661	61702
Pgap3	NM_001033537	chr11	2424	963	95	1366	9395
Ap5z1	NM_172725	chr5	3817	2424	164	1229	10968
Olfr1417	NM_146936	chr19	948	948	0	0	0
Fem1b	NM_010193	chr9	6491	1884	343	4264	13329
Gdpd4	NM_177696	chr7	3050	1899	99	1052	126656
Col19a1	NM_007733	chr1	10542	3411	124	7007	319213
Dynlrb2	NM_029297	chr8	515	291	32	192	10386
Ap5m1	NM_144535	chr14	3165	1473	296	1396	18064
Gm1979	NM_001281519	chr5	804	804	0	0	3752
Klk13	NM_001039042	chr7	1033	831	177	25	13159
Vmn1r187	NM_001167568	chr7	903	903	0	0	0
Tdrkh	NM_028307	chr3	2650	1683	77	890	15532
Mrgpra9	NM_001288801	chr7	1052	999	53	0	16878
Klra9	NM_010651	chr6	1194	801	163	230	13237
Col11a2	NM_001317722	chr17	6541	5148	517	876	21006
Igbp1b	NM_015777	chr6	1352	1032	0	320	0
Fcrla	NM_001160215	chr1	1661	1062	43	556	8329
Vmn1r185	NM_134231	chr7	960	960	0	0	0
Mplkip	NM_025479	chr13	2672	537	72	2063	1021
Gm5071	NM_001256004	chrX	1035	1035	0	0	0
Gdpd5	NM_201352	chr7	3583	1824	888	871	75853
4930474N05Rik	NM_175008	chr14	839	657	30	152	1052
Tiparp	NM_178892	chr3	4154	1974	227	1953	22918
Dync1li1	NM_146229	chr9	2035	1572	51	412	32912
Dync1li2	NM_001013380	chr8	4633	1479	246	2908	20741
Klra6	NM_008464	chr6	1116	801	80	235	12806
Pigw	NM_027388	chr11	2677	1512	488	677	1206
Card10	NM_130859	chr15	4728	3213	58	1457	23179
Insm2	NM_020287	chr12	3101	1482	556	1063	0
1600015I10Rik	NM_001081273	chr6	2484	2136	172	176	1308
C130026I21Rik	NM_175219	chr1	1971	876	502	593	22252
Ptprb	NM_029928	chr10	11912	5997	252	5663	76253
Utp6	NM_144826	chr11	3871	1794	78	1999	24561
Atic	NM_026195	chr1	2611	1779	100	732	19637
Utp3	NM_023054	chr5	1601	1410	131	60	0
Mtch2	NM_001317242	chr2	2623	939	144	1540	17033
Mtch1	NM_019880	chr17	1918	1170	117	631	13911
Hmx3	NM_008257	chr7	1367	1071	0	296	602
