AccNum,Efficiency
NM_032852,74
NM_152997,89
NM_002620,86
NM_001080496,93
NM_001318508,105
NM_000273,90
NM_020632,81
NM_001351479,100
NM_001130020,83
NM_012463,86
NM_001300900,97
NM_053056,78
NM_001319061,112
NM_001206427,113
NM_005459,91
NM_002098,86
NM_004693,83
NM_175053,89
NM_175078,77
NM_015848,104
NM_152750,116
NM_175068,89
NM_080747,93
NM_001145536,94
NM_153021,87
NM_175834,95
NM_173352,88
NM_016640,95
NM_017951,79
NM_001184,102
NM_025220,104
NM_001142807,81
NM_003080,105
NM_032043,88
NM_016953,102
NM_001199973,45
NM_001354006,75
NM_001271754,89
NM_213653,116
NM_012274,100
NM_001145418,84
NM_001300761,51
NM_016400,47
NM_001105669,NaN
NM_001318333,48
NM_017735,74
NM_001145112,103
NM_017904,118
NM_001288615,94
NM_000126,105
NM_001080141,83
NM_001194997,112
NM_015720,95
NM_001320222,42
NM_000565,94
NM_001201483,63
NM_001975,91
NM_001976,113
NM_001242699,78
NM_024744,78
NM_020791,84
NM_016151,72
NM_001346491,133
NM_174918,72
NM_001286790,80
NM_032511,107
NM_001315501,80
NM_004140,109
NM_033125,96
NM_016609,122
NM_004803,104
NM_001185039,101
NM_144585,97
NM_004256,111
NM_001039752,114
NM_018484,76
NM_145080,95
NM_001349486,87
NM_138704,106
NM_133467,91
NM_001257999,65
NM_001271223,77
NM_006133,73
NM_001352697,34
NM_002821,83
NM_005975,69
NM_012197,78
NM_001013694,107
NM_005065,91
NM_001355028,110
NM_001206739,87
NM_012394,122
NM_001322923,75
NM_021960,107
NM_001290294,86
NM_015932,91
NM_005775,105
NM_001270771,92
NM_002539,101
NM_001080478,64
NM_016240,93
NM_003853,105
NM_173833,78
NM_030803,79
NM_001318766,114
NM_173657,119
NM_001176,86
NM_152539,74
NM_001321420,103
NM_025041,57
NM_178344,84
NM_001185077,121
NM_152667,99
NM_018946,70
NM_173824,77
NM_173477,82
NM_001001694,77
NM_002379,91
NM_002381,77
NM_005701,81
NM_003833,82
NM_001350065,116
NM_001282936,89
NM_020381,92
NM_001130448,60
NM_024922,90
NM_001110514,62
NM_001101362,NaN
NM_207335,NaN
NM_001324111,93
NM_001198784,105
NM_005306,NaN
NM_021833,99
NM_170707,71
NM_003356,75
NM_020139,110
NM_173627,109
NM_001172439,80
NM_203314,97
NM_004818,113
NM_001256910,80
NM_004884,91
NM_001348187,46
NM_015302,73
NM_001330438,115
NM_020414,102
NM_001252668,114
NM_002118,76
NM_018380,95
NM_199242,94
NM_000531,103
NM_001145783,77
NM_007138,107
NM_003430,75
NM_001287533,86
NM_031218,107
NM_001098626,75
NM_001080409,107
NM_001015049,71
NM_017791,80
NM_032807,84
NM_001351743,83
NM_001243328,84
NM_016021,74
NM_194458,97
NM_175623,89
NM_013351,80
NM_001282311,56
NM_021640,62
NM_001190274,69
NM_138805,80
NM_016360,70
NM_152676,69
NM_002591,70
NM_006474,65
NM_001303622,89
NM_001101341,85
NM_205854,98
NM_001127345,84
NM_199290,84
NM_006249,115
NM_173794,115
NM_001398,111
NM_001297,114
NM_002723,97
NM_001329863,55
NM_001355471,48
NM_002236,87
NM_018226,NaN
NM_016948,97
NM_198279,NaN
NM_001349867,70
NM_005084,84
NM_002356,89
NM_015715,116
NM_001322811,98
NM_001242901,97
NM_052854,79
NM_001289936,80
NM_001982,92
NM_030966,93
NM_001257305,98
NM_001130040,87
NM_001346075,113
NM_022903,78
NM_001001914,NaN
NM_001193306,83
NM_001462,81
NM_002030,81
NM_145203,111
NM_001031737,41
NM_006568,112
NM_024092,118
NM_023943,91
NM_001146334,NaN
NM_017520,86
NM_001291976,88
NM_001320444,77
NM_001304814,96
NM_001099640,82
NM_032354,101
NM_080859,NaN
NM_178520,69
NM_017728,122
NM_001304579,106
NM_198481,109
NM_014394,106
NM_006714,104
NM_001329998,82
NM_001004476,NaN
NM_022579,115
NM_015001,74
NM_001040432,72
NM_017984,45
NM_001322963,98
NM_000801,81
NM_001355272,96
NM_005876,NaN
NM_001113482,112
NM_052913,96
NM_080744,82
NM_001033112,101
NM_020770,41
NM_014730,86
NM_001324229,87
NM_016582,77
NM_024627,75
NM_001350151,109
NM_004085,71
NM_012459,52
NM_001141969,96
NM_001277335,101
NM_001078645,86
NM_001242506,56
NM_001620,75
NM_001318242,123
NM_002526,91
NM_000064,95
NM_019090,106
NM_001040078,105
NM_001042685,118
NM_001330354,100
NM_152864,86
NM_001304533,86
NM_001300737,64
NM_024522,97
NM_001286470,77
NM_002373,74
NM_005909,120
NM_001080209,96
NM_001277285,NaN
NM_024065,119
NM_152308,119
NM_001330530,76
NM_003728,102
NM_003378,84
NM_006562,92
NM_080872,111
NM_031443,75
NM_153368,77
NM_001322495,120
NM_001308363,110
NM_031904,76
NM_001323570,81
NM_000170,102
NM_144981,99
NM_144718,89
NM_001042481,83
NM_194277,100
NM_004571,104
NM_022062,54
NM_174938,28
NM_003095,89
NM_001354639,87
NM_002072,92
NM_080425,82
NM_015335,109
NM_024754,70
NM_017952,103
NM_001331022,100
NM_015545,79
NM_024818,112
NM_001012993,64
NM_000948,105
NM_182978,89
NM_003071,75
NM_006076,80
NM_183374,NaN
NM_001330308,113
NM_001280542,114
NM_001289978,58
NM_004317,116
NM_001016,95
NM_003334,69
NM_000980,83
NM_005982,85
NM_057088,94
NM_000423,95
NM_006121,78
NM_005556,74
NM_001308292,103
NM_001347982,104
NM_182619,73
NM_014617,94
NM_005210,106
NM_020989,102
NM_006891,102
NM_145056,111
NM_214462,78
NM_001136200,90
NM_007259,86
NM_058169,86
NM_001014450,93
NM_015997,66
NM_014396,91
NM_018844,83
NM_001349263,66
NM_014858,93
NM_001301036,75
NM_145168,61
NM_032272,85
NM_174928,86
NM_001097643,NaN
NM_176885,99
NM_015039,98
NM_001320513,74
NM_001297778,81
NM_001139,105
NM_001321485,80
NM_176817,122
NM_176881,NaN
NM_001199972,45
NM_194259,89
NM_012307,105
NM_001350299,98
NM_020909,107
NM_000252,124
NM_001330243,80
NM_001076552,103
NM_032501,122
NM_001348738,82
NM_014798,97
NM_015164,66
NM_057175,66
NM_001135565,94
NM_004869,78
NM_001159522,82
NM_012384,108
NM_207418,80
NM_014096,101
NM_001284498,103
NM_001123168,80
NM_001001923,NaN
NM_015420,103
NM_000849,76
NM_003491,94
NM_033112,49
NM_001354723,76
NM_030753,63
NM_003391,83
NM_032836,72
NM_001114600,84
NM_001099660,100
NM_006522,105
NM_001324188,107
NM_030761,80
NM_024807,93
NM_032833,79
NM_003801,86
NM_018285,88
NM_001345961,69
NM_024410,115
NM_130773,77
NM_001171976,121
NM_020639,72
NM_001316345,50
NM_001031853,87
NM_031476,87
NM_014696,87
NM_001128076,120
NM_001146210,69
NM_175064,86
NM_023937,119
NM_001004351,109
NM_021924,88
NM_001348070,91
NM_001348072,91
NM_001351111,91
NM_001198625,71
NM_001161334,68
NM_003528,84
NM_007332,64
NM_024806,90
NM_016642,94
NM_020971,104
NM_006946,86
NM_003128,105
NM_001144989,115
NM_015995,113
NM_007249,54
NM_001177718,89
NM_004215,104
NM_001160223,120
NM_031918,86
NM_014079,75
NM_138693,NaN
NM_001032280,87
NM_001006121,81
NM_003222,97
NM_003221,55
NM_178548,63
NM_172238,83
NM_207392,86
NM_001006120,81
NM_000158,105
NM_000550,91
NM_001004759,NaN
NM_198565,79
NM_002592,102
NM_080546,86
NM_020428,95
NM_001114106,119
NM_015898,116
NM_001320285,28
NM_001318841,119
NM_001252406,112
NM_138962,78
NM_002442,70
NM_000194,113
NM_001320399,99
NM_032478,113
NM_001160354,104
NM_001258249,64
NM_006425,79
NM_004378,72
NM_015474,111
NM_001006655,112
NM_153448,76
NM_004618,96
NM_199184,122
NM_001355120,134
NM_001002231,82
NM_002947,91
NM_001286076,97
NM_001324276,107
NM_001166159,121
NM_004551,106
NM_002495,117
NM_004552,74
NM_004553,114
NM_001204890,98
NM_201442,78
NM_016035,105
NM_016138,85
NM_182480,86
NM_004252,80
NM_017620,77
NM_001267809,125
NM_001129908,109
NM_016613,98
NM_017580,83
NM_001012964,94
NM_001286569,75
NM_005455,90
NM_201263,121
NM_005422,NaN
NM_001323075,76
NM_014043,105
NM_018923,NaN
NM_018922,NaN
NM_198426,91
NM_018927,99
NM_198531,110
NM_006045,89
NM_003736,NaN
NM_033254,100
NM_001010852,90
NM_001003699,95
NM_001256404,76
NM_012112,79
NM_015689,89
NM_024901,76
NM_015691,38
NM_000310,122
NM_006423,106
NM_001475,84
NM_001321190,84
NM_001134224,115
NM_001476,84
NM_138571,117
NM_001286613,51
NM_001282666,100
NM_015241,76
NM_004426,78
NM_001308116,77
NM_001136557,102
NM_001080452,108
NM_021647,82
NM_005570,115
NM_005290,70
NM_005919,95
NM_006754,136
NM_182563,88
NM_001244014,79
NM_001191054,107
NM_152493,80
NM_014951,105
NM_001080476,NaN
NM_001080516,NaN
NM_175063,101
NM_001322103,114
NM_001083116,103
NM_001010,105
NM_002412,70
NM_001277397,NaN
NM_182838,91
NM_138635,119
NM_001029859,83
NM_012272,29
NM_001287737,69
NM_022095,71
NM_002105,80
NM_138610,75
NM_002106,117
NM_001008740,86
NM_199203,111
NM_003958,97
NM_000449,111
NM_145236,71
NM_014245,91
NM_001185009,88
NM_006913,112
NM_007212,71
NM_001146151,102
NM_001351973,54
NM_001561,119
NM_002769,97
NM_001281933,73
NM_017821,112
NM_001258430,111
NM_002918,107
NM_014811,104
NM_012461,118
NM_007096,97
NM_000635,107
NM_001288653,97
NM_007097,111
NM_012109,112
NM_006570,58
NM_001142928,51
NM_018297,112
NM_004413,85
NM_002016,79
NM_022357,103
NM_018202,95
NM_015938,74
NM_138811,77
NM_001171832,100
NM_006851,72
NM_001324073,NaN
NM_001297742,71
NM_001270384,84
NM_207408,127
NM_001242521,60
NM_152706,92
NM_152614,99
NM_198534,101
NM_002593,87
NM_001199233,98
NM_001351125,62
NM_001330618,84
NM_001013661,88
NM_005670,73
NM_030940,86
NM_001166120,87
NM_194279,124
NM_001104595,76
NM_001039778,89
NM_024556,76
NM_177398,105
NM_153367,85
NM_001174146,55
NM_001001667,NaN
NM_002907,98
NM_001098515,121
NM_021203,110
NM_173481,79
NM_001351281,72
NM_001303024,76
NM_020746,68
NM_015343,89
NM_000906,76
NM_144701,93
NM_001083308,NaN
NM_003139,86
NM_000910,107
NM_001288833,93
NM_001164377,NaN
NM_022899,97
NM_003933,73
NM_006340,82
NM_024855,115
NM_022098,67
NM_005721,124
NM_001005386,75
NM_198504,NaN
NM_001330454,91
NM_001199237,81
NM_198148,83
NM_012476,92
NM_199131,61
NM_014009,66
NM_080610,103
NM_001330647,114
NM_198189,72
NM_001354886,78
NM_138336,NaN
NM_000406,110
NM_153374,96
NM_001001325,96
NM_001040129,118
NM_153219,70
NM_000266,84
NM_001270974,94
NM_001160258,79
NM_001301687,59
NM_001098834,NaN
NM_001841,56
NM_018133,98
NM_001278657,117
NM_001101330,NaN
NM_078628,79
NM_000437,103
NM_152353,90
NM_178582,71
NM_001303534,94
NM_001354355,54
NM_001330236,84
NM_001323413,98
NM_001195076,NaN
NM_012092,97
NM_002729,107
NM_033341,94
NM_001004306,99
NM_138348,54
NM_001130004,91
NM_024844,74
NM_001002916,100
NM_024831,81
NM_001330727,103
NM_001352186,101
NM_001349329,77
NM_001352885,35
NM_015245,106
NM_000203,83
NM_030876,89
NM_014585,93
NM_001306094,80
NM_001024822,61
NM_004979,99
NM_001145026,NaN
NM_015871,103
NM_152719,86
NM_138289,111
NM_001317040,78
NM_032487,79
NM_006831,97
NM_001501,105
NM_206839,115
NM_006167,82
NM_001300801,111
NM_001130929,117
NM_001310137,NaN
NM_052882,80
NM_001304940,100
NM_145016,95
NM_024913,79
NM_153487,84
NM_016252,53
NM_152305,73
NM_032530,88
NM_001355401,72
NM_001110,83
NM_002390,93
NM_003474,114
NM_207197,73
NM_003183,80
NM_001301851,67
NM_033274,72
NM_001010904,98
NM_207318,83
NM_206858,116
NM_153634,76
NM_002840,82
NM_001040427,91
NM_152727,102
NM_003915,92
NM_001320602,99
NM_006042,122
NM_001280558,117
NM_020939,67
NM_130808,98
NM_001300939,52
NM_003393,96
NM_001040431,98
NM_013258,97
NM_006892,79
NM_001284322,89
NM_175629,72
NM_015412,43
NM_001308269,52
NM_013369,100
NM_014911,104
NM_001320651,105
NM_001349460,105
NM_000681,60
NM_001025579,86
NM_003091,94
NM_003093,82
NM_004596,99
NM_033517,NaN
NM_001317168,43
NM_016148,102
NM_001304464,93
NM_001004137,NaN
NM_001287262,112
NM_001005226,112
NM_020436,81
NM_173666,69
NM_138300,99
NM_207391,98
NM_001029869,104
NM_006035,72
NM_003355,93
NM_001349948,69
NM_001256163,93
NM_001127892,86
NM_020234,84
NM_006985,NaN
NM_001277324,NaN
NM_001277323,NaN
NM_144969,78
NM_024630,31
NM_015336,106
NM_198046,84
NM_024786,68
NM_001256299,93
NM_019028,77
NM_001318015,117
NM_001206710,60
NM_016203,108
NM_001039617,106
NM_032283,43
NM_017573,67
NM_001190482,93
NM_005734,136
NM_022740,103
NM_198268,142
NM_001177701,77
NM_001015891,91
NM_001260506,107
NM_022076,87
NM_001286555,83
NM_001319658,97
NM_014319,119
NM_181336,116
NM_024025,92
NM_001080426,114
NM_005582,104
NM_004386,106
NM_015982,79
NM_001291832,NaN
NM_002177,113
NM_003826,118
NM_012291,79
NM_001283018,69
NM_003827,66
NM_001207001,78
NM_020685,89
NM_001190980,103
NM_001297432,56
NM_001352311,99
NM_018357,111
NM_001267039,89
NM_199296,85
NM_080826,64
NM_005118,126
NM_022078,115
NM_001004301,113
NM_001193289,61
NM_019070,110
NM_001289125,100
NM_001018049,102
NM_017855,104
NM_001347869,111
NM_018004,104
NM_018665,67
NM_001172651,111
NM_001001484,85
NM_016355,123
NM_001300860,93
NM_032527,80
NM_006227,107
NM_015912,97
NM_015251,103
NM_001127715,86
NM_020390,104
NM_020726,76
NM_003667,70
NM_000612,107
NM_001017403,NaN
NM_001419,82
NM_001351455,104
NM_001420,87
NM_000076,74
NM_144703,75
NM_001291549,75
NM_001001996,71
NM_181838,92
NM_181892,119
NM_001242696,69
NM_020134,107
NM_015559,75
NM_002405,83
NM_001256370,79
NM_152898,106
NM_001145928,85
NM_001281428,92
NM_001647,84
NM_001302688,86
NM_000384,74
NM_001099773,120
NM_005687,81
NM_024122,100
NM_019101,114
NM_000042,114
NM_205548,95
NM_176782,71
NM_001098832,96
NM_001166703,103
NM_001289999,73
NM_001426,81
NM_001008387,102
NM_001145841,78
NM_138938,102
NM_001320244,89
NM_001256964,102
NM_017849,88
NM_001198851,95
NM_032600,98
NM_052932,88
NM_007102,97
NM_001308326,94
NM_014167,115
NM_001001433,108
NM_001127266,72
NM_032927,58
NM_007349,94
NM_001171192,108
NM_016930,114
NM_020772,66
NM_020165,82
NM_012345,111
NM_006036,112
NM_001073,107
NM_014351,104
NM_001287812,81
NM_182527,83
NM_019855,68
NM_018354,66
NM_001318496,59
NM_001033677,80
NM_016520,75
NM_005827,66
NM_015948,55
NM_001286520,94
NM_032145,90
NM_032826,76
NM_018467,115
NM_203301,57
NM_005330,88
NM_015463,96
NM_030793,93
NM_153230,46
NM_001032392,80
NM_206996,57
NM_002076,79
NM_000250,103
NM_014389,46
NM_001321267,94
NM_001080480,124
NM_024298,87
NM_001100916,79
NM_080861,106
NM_001319670,91
NM_025106,100
NM_005340,101
NM_001350268,108
NM_138471,103
NM_001012755,101
NM_032336,109
NM_033412,91
NM_016584,91
NM_001346218,78
NM_001286706,79
NM_004359,91
NM_014062,97
NM_007065,82
NM_001005287,NaN
NM_000688,80
NM_000032,87
NM_001005480,NaN
NM_002965,101
NM_001319196,52
NM_007076,87
NM_001458,93
NM_182542,86
NM_153252,96
NM_006607,NaN
NM_033656,112
NM_006271,99
NM_001004695,NaN
NM_002960,129
NM_001286565,76
NM_024735,104
NM_001031855,61
NM_198461,76
NM_152271,74
NM_001301726,71
NM_001165,107
NM_000291,88
NM_003977,135
NM_020638,102
NM_001135168,76
NM_001355566,NaN
NM_001014999,87
NM_007199,111
NM_001307983,95
NM_001127370,64
NM_001005495,NaN
NM_001005284,NaN
NM_001348090,55
NM_001163,100
NM_001009612,96
NM_004886,75
NM_001353790,104
NM_019003,92
NM_001006681,66
NM_012088,107
NM_019851,104
NM_001001794,66
NM_030772,94
NM_144715,55
NM_014941,40
NM_015285,98
NM_148897,86
NM_014429,73
NM_024657,93
NM_001005492,NaN
NM_002851,84
NM_014421,111
NM_017926,74
NM_001303471,115
NM_006784,95
NM_001048181,111
NM_153695,87
NM_000330,79
NM_000784,97
NM_001237,101
NM_001130981,92
NM_032353,117
NM_020410,95
NM_001080547,53
NM_183057,90
NM_001378,78
NM_198505,73
NM_032279,60
NM_176890,97
NM_030665,108
NM_145061,80
NM_001330399,81
NM_017664,79
NM_001079910,80
NM_001145118,NaN
NM_001105659,83
NM_001080460,75
NM_018186,111
NM_198690,112
NM_201453,102
NM_023938,58
NM_024709,115
NM_023935,83
NM_001324446,65
NM_000878,117
NM_138422,56
NM_001286259,36
NM_005567,106
NM_025201,71
NM_016274,88
NM_203394,81
NM_001278277,37
NM_001951,106
NM_001950,97
NM_001949,85
NM_004091,88
NM_005225,122
NM_021035,79
NM_021228,78
NM_001286636,68
NM_031266,82
NM_022735,117
NM_001039844,94
NM_032360,106
NM_001352579,121
NM_001135707,102
NM_001322882,33
NM_001142502,70
NM_001961,73
NM_020923,134
NM_020665,91
NM_080626,105
NM_001004125,98
NM_007275,85
NM_001290261,108
NM_000326,75
NM_001034853,66
NM_203405,100
NM_001979,88
NM_001134793,75
NM_000427,87
NM_182575,99
NM_001321449,65
NM_001271706,100
NM_001039846,131
NM_001163335,82
NM_023078,53
NM_173567,115
NM_006907,73
NM_032039,96
NM_000174,56
NM_001005515,NaN
NM_001005469,NaN
NM_001348224,93
NM_001005514,NaN
NM_004388,86
NM_025216,91
NM_003394,97
NM_018555,90
NM_001017998,71
NM_004126,82
NM_018841,87
NM_016541,61
NM_145010,75
NM_001004,69
NM_014440,75
NM_001314021,117
NM_014825,100
NM_014438,111
NM_019618,93
NM_001199087,72
NM_000235,103
NM_006435,94
NM_003641,109
NM_001258359,81
NM_005357,74
NM_031284,96
NM_001128633,95
NM_198996,49
NM_014239,72
NM_001080518,NaN
NM_020999,85
NM_001128215,99
NM_213566,81
NM_001320132,108
NM_001102469,NaN
NM_001318066,93
NM_001271837,76
NM_001286431,113
NM_021982,96
NM_001136002,98
NM_001348544,91
NM_001300813,85
NM_024602,104
NM_001127361,98
NM_001353837,47
NM_138413,95
NM_130443,90
NM_198568,89
NM_198123,68
NM_001935,103
NM_006235,82
NM_001145011,NaN
NM_001242473,89
NM_032477,92
NM_003776,97
NM_020409,98
NM_022163,106
NM_032351,114
NM_022915,124
NM_003302,85
NM_138461,83
NM_001321924,80
NM_001318499,72
NM_033395,93
NM_198535,69
NM_177998,109
NM_001099415,85
NM_001759,73
NM_021257,71
NM_031430,77
NM_001195156,113
NM_001350073,98
NM_020394,104
NM_002699,104
NM_001080470,46
NM_052929,90
NM_030916,79
NM_032389,119
NM_014570,107
NM_001199119,110
NM_001281482,129
NM_002291,85
NM_001017402,88
NM_002292,89
NM_001308465,80
NM_007356,89
NM_001282187,76
NM_001271736,95
NM_133494,72
NM_003157,78
NM_199289,75
NM_001271441,86
NM_152720,76
NM_145257,72
NM_001025204,105
NM_007279,93
NM_178170,NaN
NM_001329237,71
NM_004794,113
NM_020533,100
NM_173799,85
NM_080870,NaN
NM_019858,119
NM_203281,71
NM_001349632,93
NM_000497,125
NM_000660,65
NM_015714,74
NM_001930,50
NM_015534,110
NM_014298,72
NM_138964,75
NM_001282658,71
NM_004319,121
NM_005439,114
NM_005436,113
NM_145023,88
NM_138356,103
NM_000193,95
NM_001864,121
NM_001865,42
NM_015603,115
NM_001080463,116
NM_001351348,69
NM_006148,94
NM_001164273,83
NM_006636,67
NM_005956,113
NM_001282301,104
NM_003194,85
NM_001130404,61
NM_001130405,61
NM_001130406,61
NM_001130407,61
NM_001190839,91
NM_001355278,NaN
NM_000419,124
NM_022455,86
NM_023034,74
NM_133334,52
NM_000762,102
NM_001329991,75
NM_015332,69
NM_032869,68
NM_001355003,97
NM_001136108,NaN
NM_014566,NaN
NM_001355277,NaN
NM_145249,98
NM_032036,107
NM_001143763,129
NM_015589,111
NM_000026,120
NM_018028,96
NM_012320,95
NM_020682,106
NM_005517,72
NM_016589,69
NM_018903,89
NM_001278730,118
NM_032444,91
NM_001303131,85
NM_019080,108
NM_014485,79
NM_001282497,88
NM_001282933,115
NM_001077195,116
NM_001319127,96
NM_012279,81
NM_003419,66
NM_014650,97
NM_032223,NaN
NM_001348721,97
NM_001143769,108
NM_006794,97
NM_001351576,105
NM_001351596,120
NM_133639,64
NM_002954,119
NM_001317938,NaN
NM_006266,44
NM_178550,82
NM_020817,106
NM_004950,93
NM_001283056,104
NM_002333,66
NM_031438,83
NM_001283016,73
NM_153183,99
NM_018159,99
NM_152395,112
NM_020130,78
NM_175741,127
NM_018283,98
NM_001164375,87
NM_004724,111
NM_001105570,NaN
NM_001005188,NaN
NM_001005160,NaN
NM_001353882,71
NM_001001524,74
NM_152372,91
NM_022873,80
NM_014306,80
NM_004177,100
NM_001351051,77
NM_001244666,84
NM_030812,99
NM_001326578,84
NM_005819,80
NM_001105578,73
NM_001267699,100
NM_001080513,115
NM_001308,87
NM_001174090,105
NM_001354461,97
NM_001150,104
NM_015136,112
NM_021023,106
NM_017831,94
NM_014743,63
NM_152501,107
NM_001109903,61
NM_139284,98
NM_001102654,73
NM_004748,74
NM_001100120,104
NM_001113347,67
NM_024917,69
NM_001288968,111
NM_001289,73
NM_012257,68
NM_004669,104
NM_012292,121
NM_001388,92
NM_004147,83
NM_001231,74
NM_001164431,90
NM_001232,97
NM_001172673,97
NM_001244892,141
NM_001330192,107
NM_006392,67
NM_001350837,76
NM_001318844,125
NM_198433,90
NM_001313954,70
NM_001015878,80
NM_181449,90
NM_001127,99
NM_001009562,NaN
NM_018419,90
NM_001278346,49
NM_001005479,NaN
NM_001005338,NaN
NM_032520,97
NM_006449,85
NM_006779,76
NM_152243,58
NM_001276451,99
NM_153235,82
NM_145057,73
NM_001408,79
NM_054108,100
NM_198491,91
NM_001003940,78
NM_001261820,77
NM_001322248,88
NM_148963,103
NM_024864,97
NM_033184,98
NM_014726,79
NM_001349877,75
NM_024787,54
NM_001164484,96
NM_053284,74
NM_001282925,116
NM_016428,106
NM_012086,72
NM_001284304,56
NM_173633,81
NM_017899,86
NM_001145006,79
NM_001349125,86
NM_001278359,105
NM_032109,89
NM_023067,84
NM_181671,102
NM_194293,112
NM_006771,93
NM_001261,113
NM_001270448,110
NM_016154,120
NM_001331076,88
NM_004578,86
NM_002277,79
NM_001308122,74
NM_002280,102
NM_021013,99
NM_003770,99
NM_003771,NaN
NM_001207006,68
NM_001293070,119
NM_001822,131
NM_005633,112
NM_022789,76
NM_001185156,89
NM_145659,86
NM_018402,101
NM_001243952,92
NM_033337,101
NM_021913,108
NM_001172895,113
NM_001267549,110
NM_000502,102
NM_005535,68
NM_024496,92
NM_001559,71
NM_001183,91
NM_005765,92
NM_032377,92
NM_207043,76
NM_002582,90
NM_139249,109
NM_007300,74
NM_001353334,101
NM_018622,113
NM_207311,74
NM_001103175,73
NM_001256385,103
NM_001004723,81
NM_007226,NaN
NM_001190702,98
NM_001005241,91
NM_020731,51
NM_017907,98
NM_001024675,96
NM_005469,83
NM_003250,36
NM_001037162,40
NM_007274,77
NM_152331,87
NM_006821,89
NM_006387,75
NM_004756,58
NM_001198568,128
NM_183357,NaN
NM_006606,118
NM_001114,74
NM_021116,112
NM_020546,79
NM_001320613,89
NM_030615,100
NM_194313,109
NM_017576,73
NM_001320316,42
NM_001115,76
NM_006910,72
NM_138555,88
NM_001256270,65
NM_001284201,84
NM_001257357,73
NM_001193532,76
NM_001204887,108
NM_001277127,92
NM_000936,102
NM_001195522,NaN
NM_001142556,78
NM_001005922,97
NM_001112736,97
NM_032341,79
NM_001081550,124
NM_001321784,100
NM_003930,72
NM_001012989,102
NM_003726,104
NM_020374,78
NM_001355479,99
NM_021970,132
NM_020828,73
NM_025262,NaN
NM_006297,69
NM_001100119,77
NM_005431,75
NM_001114735,108
NM_001318012,78
NM_012399,85
NM_020429,77
NM_001013628,104
NM_001300942,68
NM_001204180,87
NM_197947,74
NM_001329868,62
NM_020160,90
NM_170677,99
NM_004539,81
NM_018899,75
NM_001013631,98
